 ms_accelerometer_x, ms_accelerometer_y, ms_accelerometer_z,outcome
1.0197754,-0.07543945,-0.048828125,NQ
0.8244629,-0.18701173,-0.26416016,NQ
0.9050293,-0.08251954,-0.45507813,NQ
0.9238282,-0.036132813,0.064697266,NQ
0.8613281,-0.29858398,-0.95336914,NQ
0.9667969,-0.13110352,-1.1958008,NQ
1.3447266,0.49804688,0.09033203,NQ
1.2890625,0.033447266,-0.63500977,NQ
1.3295898,-0.36547852,-0.7504883,NQ
1.2778322,-0.20898439,-0.50097656,NQ
0.9919434,-0.2849121,-0.95898443,NQ
1.0012207,-0.20898439,-0.95654297,NQ
1.0161133,-0.059814453,-0.88012695,NQ
0.8955078,-0.12207032,-0.67480475,NQ
1.0644531,0.15356445,-0.8815918,NQ
1.0644531,0.15356445,-0.8815918,NQ
1.2961427,-0.2783203,-1.3383789,NQ
1.0991211,-0.036621094,-0.9189453,NQ
1.0136719,-0.26391602,-0.8000489,NQ
0.8178711,-0.2861328,-0.49169922,NQ
0.6237793,-0.23779297,-0.36767578,NQ
0.4814453,-0.21020508,-0.2614746,NQ
0.29125977,-0.18139648,-0.07836914,NQ
0.07910156,-0.14624023,0.05859375,NQ
0.010742188,-0.09448242,-0.049560547,NQ
0.071777344,0.025390627,-0.19677734,NQ
0.01879883,0.19067384,-0.25,NQ
0.3317871,0.33764648,-0.16894531,NQ
0.48120117,-0.31542972,-0.27294922,NQ
0.48120117,-0.31542972,-0.27294922,NQ
0.36962894,-0.39086917,-0.3869629,NQ
0.8381348,0.3681641,-0.37915042,NQ
1.0266113,0.48950195,-0.37646484,NQ
1.1088867,0.048828125,-0.44628906,NQ
1.0534668,-0.019531252,-0.31811523,NQ
1.0534668,-0.019531252,-0.31811523,NQ
1.2995605,-0.034179688,-0.20263672,NQ
1.3500977,-0.28735352,0.06323242,NQ
1.3500977,-0.28735352,0.06323242,NQ
1.2971191,-0.23315431,0.052001953,NQ
1.2971191,-0.23315431,0.052001953,NQ
0.88964844,-0.031982422,-0.06665039,NQ
0.88964844,-0.031982422,-0.06665039,NQ
0.9379883,-0.10229493,0.28198242,NQ
0.8615723,-0.068603516,0.36987305,NQ
1.0302734,0.10375977,0.26708984,NQ
0.9670411,0.04492188,0.06542969,NQ
0.9746094,-0.000244141,-0.004394531,NQ
1.0041504,-0.003417969,0.013916016,NQ
0.9904786,-0.033203125,0.052246097,NQ
1.0227051,-0.0637207,0.021484375,NQ
0.8139649,-0.06762695,0.007324219,NQ
0.7402344,-0.10571289,-0.022705078,NQ
0.7573242,-0.1027832,-0.07080078,NQ
0.7641602,-0.01879883,-0.0703125,Q
0.723877,-0.10644531,-0.001953125,Q
0.7006836,-0.3688965,-0.11230469,Q
0.66845703,-0.18408205,-0.14257813,Q
0.45141602,-0.27856445,-0.011962892,Q
0.42407227,-0.26049805,-0.08398438,Q
0.3754883,0.025878906,-0.0456543,Q
0.50756836,-0.2705078,-0.012939453,Q
0.46948242,-0.23974611,-0.21484376,Q
0.32763672,-0.16259766,-0.01586914,Q
0.17749025,-0.3212891,0.17480469,Q
0.39916992,0.8132325,-0.22485352,Q
2.3168945,1.0734863,-0.64184576,Q
3.5185547,-0.8522949,0.58325195,Q
2.9890137,-0.51416016,1.0681152,Q
2.2841797,0.54956055,0.19702148,Q
0.65771484,0.73291016,1.838623,Q
0.65771484,0.73291016,1.838623,Q
0.42016605,0.004882813,1.6140138,Q
-0.007080079,0.3051758,1.0275879,Q
0.21826172,0.7729493,0.8720703,Q
0.7304688,0.33593753,0.6765137,Q
1.0771484,1.0742188,0.123046875,Q
0.23364258,1.0280762,0.63623047,Q
-0.21679688,0.6899414,0.7062989,Q
-0.57958984,1.1315918,0.116210945,NQ
-0.4958496,0.8745117,0.20312501,NQ
-1.1062012,-0.010742188,0.1586914,NQ
-0.9509278,0.111328125,0.088134766,NQ
-0.703125,0.5522461,-0.03125,NQ
-0.65625,0.22338867,0.04492188,NQ
-0.52856445,0.26000977,0.19287111,NQ
-0.24169922,0.5349121,0.30590823,NQ
0.3786621,2.3952637,2.161621,NQ
1.0725098,0.17651367,2.5478516,NQ
0.26416016,1.9306641,0.84619147,NQ
0.09375,0.28442383,0.24316406,NQ
0.25463867,0.35473633,0.052246097,NQ
0.35180664,1.1564941,0.6970215,NQ
0.13598633,0.3317871,1.1279297,NQ
0.13647461,0.16308594,1.0847168,NQ
-0.06201172,0.48828128,0.7492676,NQ
-0.14868164,0.7473145,0.7678223,NQ
-0.17480469,0.49902344,0.8811035,NQ
-0.1586914,0.5061035,0.96435547,NQ
-0.21728516,0.40917972,0.9375,NQ
-0.17919922,0.25073242,0.8330079,NQ
-0.049804688,0.2956543,0.6669922,NQ
0.27954102,0.8979492,0.72900397,NQ
0.26513672,0.82373047,0.55322266,NQ
0.06738281,0.61572266,0.54003906,NQ
0.33740237,1.0046387,0.5180664,NQ
0.33740237,1.0046387,0.5180664,NQ
0.24389648,1.0007324,-0.03881836,NQ
0.16650392,1.0803223,0.040039063,NQ
-0.111572266,0.97387695,0.26049805,NQ
-0.084716804,1.0026855,0.2229004,NQ
-0.11669922,1.0471191,0.1381836,NQ
-0.3400879,1.0952148,0.08618165,NQ
-0.30590823,1.0019531,0.084472656,NQ
-0.44018555,0.7336426,0.26586914,NQ
-0.34716797,0.80126953,0.010009766,NQ
-0.50341797,0.92700195,0.064697266,NQ
-0.51000977,1.0187988,0.15356445,NQ
-0.14624023,1.4255371,0.39648438,NQ
-0.40039065,1.3168945,0.38476563,NQ
-0.46899414,1.2368165,0.4589844,NQ
-0.7805176,1.4777833,0.4626465,NQ
-0.7739258,0.5371094,0.7304688,NQ
-0.09863282,0.8310547,0.7036133,NQ
-0.11425781,0.5136719,0.7302246,NQ
0.07592774,0.40820313,0.64917,NQ
0.46142578,0.7004395,0.3708496,NQ
0.5036621,0.6125489,0.3671875,NQ
0.4987793,0.26245117,0.4758301,NQ
0.6669922,0.51049805,0.390625,NQ
0.7644043,0.6066895,0.4873047,NQ
0.62133795,0.005371094,0.6198731,NQ
0.67480475,0.4384766,0.4104004,NQ
0.6455079,0.3615723,0.43896484,NQ
0.5209961,0.18603516,0.4626465,NQ
0.4790039,0.5793457,0.6357422,NQ
0.31689456,0.5751953,0.24389648,NQ
0.30493164,0.38256836,0.6503906,NQ
0.52563477,0.16552734,0.18408205,NQ
1.1606445,-0.14697266,-0.24316406,NQ
1.5671388,0.14990234,-0.1657715,NQ
1.1582031,0.52001953,-0.064208984,NQ
1.1791992,0.49243164,-0.23632813,NQ
1.1313477,0.1171875,0.11547852,NQ
1.1064453,0.08520508,0.104492195,NQ
0.9489746,-0.5085449,-0.20141602,NQ
1.0090332,0.06103516,-0.2294922,NQ
0.9082031,-0.62426764,-0.36230472,NQ
0.9020996,-0.09741211,-0.0925293,NQ
0.90527344,-0.17675783,-0.24316406,NQ
0.8549805,0.27416992,-0.63500977,NQ
1.1040039,-0.060302738,-0.54663086,NQ
1.3906251,-0.5644531,-0.5661621,NQ
1.4704591,-0.22680664,-0.4111328,NQ
1.2968751,-0.25048828,-0.59228516,NQ
1.1567383,-0.17285156,-0.6867676,NQ
0.9160156,-0.25561523,-0.6508789,NQ
0.9394531,-0.27124023,-0.48339844,NQ
1.2805176,-0.6098633,-0.4909668,NQ
1.1203613,-0.4345703,-0.58740234,NQ
1.0703125,-0.6228028,-1.1274414,NQ
1.2441407,0.05493164,-1.1264648,NQ
1.0808105,-0.5539551,-0.8337403,NQ
0.9555664,-0.66064453,-0.95214844,NQ
0.93066406,-0.49023438,-1.0327148,NQ
1.0483398,-0.23950195,-0.69897467,NQ
0.6965332,-0.13696289,-0.41479492,NQ
0.31347656,-0.07104492,-0.31323245,NQ
-0.025390627,0.119384766,-0.23999023,NQ
-0.030273438,0.265625,-0.27026367,NQ
0.025146484,0.20214844,-0.20776367,NQ
0.07080078,0.3178711,-0.14355469,NQ
0.33740237,-0.21020508,0.042724613,NQ
0.29833984,0.0637207,0.15649414,NQ
0.5593262,-0.5932617,0.05053711,NQ
0.8439942,0.11450195,-0.21972656,NQ
0.8439942,0.11450195,-0.21972656,NQ
0.8439942,0.11450195,-0.21972656,NQ
1.5217286,-0.17749025,-0.016845703,NQ
1.5112305,-0.27319336,0.23388673,NQ
1.5112305,-0.27319336,0.23388673,NQ
1.5112305,-0.27319336,0.23388673,NQ
1.3720703,0.04931641,-0.5852051,NQ
1.3720703,0.04931641,-0.5852051,NQ
1.7121583,0.5734863,-0.46142578,NQ
1.3864746,0.000976563,-0.19628906,NQ
0.8796387,-0.82543945,0.020751953,NQ
0.96435547,-0.607666,0.06567383,NQ
0.9545899,0.12231445,0.20703125,NQ
0.9545899,0.12231445,0.20703125,NQ
0.9685059,-0.09448242,0.15283203,NQ
0.9685059,-0.09448242,0.15283203,NQ
0.9519043,0.019042969,0.001953125,NQ
0.97387695,-0.00390625,0.059326172,NQ
0.9345703,-0.059814453,0.058837894,NQ
0.9440918,-0.008056641,0.071777344,NQ
0.9951172,0.023925783,0.085449226,NQ
0.9033204,-0.05371094,0.054443363,NQ
0.8808594,-0.013671875,0.059326172,NQ
0.87231445,-0.055175785,0.06542969,NQ
0.78247076,-0.03564453,0.052001953,NQ
0.75512695,0.00390625,0.056152344,NQ
0.7744141,-0.060546875,0.076171875,NQ
0.7631836,-0.016601563,0.07299805,Q
0.6933594,-0.047607422,-0.029296875,Q
0.79467773,-0.14233398,-0.021484375,Q
0.96728516,-0.10961915,-0.024414063,Q
0.9394531,-0.14379883,-0.081054695,Q
0.7392579,-0.15795898,-0.18066406,Q
0.6791993,-0.14672852,-0.06616211,Q
0.44848633,-0.013671875,-0.034179688,Q
0.4453125,0.13256836,-0.09887695,Q
0.44018555,-0.34057617,0.060058594,Q
0.5280762,-0.06762695,-0.076171875,Q
0.47753906,-0.32006836,-0.1213379,Q
0.5061035,1.2021484,0.79296875,Q
0.55078125,2.4855957,3.4709473,Q
2.4768066,2.8115234,1.5947266,Q
1.810791,1.1960449,2.4223635,Q
0.6931153,0.47729495,1.9533691,Q
-0.13793945,0.5202637,1.434082,Q
-0.439209,1.2270508,1.5539552,Q
1.3063966,2.076416,1.5090332,Q
0.19995117,0.45996094,0.016113281,Q
-0.3579102,0.092285156,0.17797852,Q
-0.44628906,0.83520514,-0.10644531,Q
-0.3173828,0.9680176,0.4626465,Q
-0.5629883,0.04321289,0.5258789,Q
-0.70751953,1.1289063,-0.16918945,NQ
-0.6096192,-0.19433595,0.11425781,NQ
-0.62475586,-0.29882813,0.19116211,NQ
-0.5402832,0.084228516,0.23388673,NQ
-0.34375,0.5151367,0.005615235,NQ
-0.0625,0.529541,0.3166504,NQ
0.044189457,0.8542481,0.34423828,NQ
0.1652832,1.1499023,0.9536133,NQ
0.57910156,1.0634766,1.7871094,NQ
-0.1977539,1.2739258,0.59277344,NQ
-0.23413086,0.095458984,0.19653322,NQ
0.029785158,0.93920904,1.0219727,NQ
0.040283203,0.9519043,1.0026855,NQ
-0.030029297,0.6801758,0.88256836,NQ
-0.085449226,0.49340823,0.8503418,NQ
-0.07543945,0.529541,0.8713379,NQ
0.03149414,0.17333984,0.763916,NQ
0.34155273,1.0307617,0.5649414,NQ
0.19995117,0.9211426,0.50219727,NQ
-0.068603516,0.748291,0.29785156,NQ
0.12036133,0.944336,0.2607422,NQ
0.15991212,1.0351563,0.23632813,NQ
0.025390627,1.010498,0.2734375,NQ
0.026123049,0.99926764,0.024414063,NQ
-0.051513676,1.0856934,0.028808594,NQ
-0.13867188,1.0722656,0.2060547,NQ
-0.26611328,0.878418,0.2626953,NQ
-0.34716797,0.7875977,0.39038086,NQ
-0.69555664,0.70288086,0.47729495,NQ
-0.49414065,0.9370118,0.40356445,NQ
-0.44458008,1.1513672,0.21240234,NQ
-0.12866211,1.4091797,0.5888672,NQ
0.095214844,1.095459,0.6191407,NQ
-0.4716797,1.3967285,0.6027832,NQ
-0.7844238,0.9511719,0.60742193,NQ
-0.6166992,0.46533203,0.3117676,NQ
-0.5563965,0.47729495,0.25317383,NQ
-0.31860352,0.5505371,0.57055664,NQ
-0.040039063,0.6159668,0.45629883,NQ
0.34521484,0.37158203,0.4958496,NQ
0.9885254,0.8146973,0.5358887,NQ
1.1481934,0.19165039,0.4020996,NQ
1.0163574,0.07861328,0.16455078,NQ
0.7038574,-0.05737305,0.28344727,NQ
0.5932617,0.43408206,0.20874023,NQ
0.41479492,0.6035156,0.57470703,NQ
0.5817871,0.03466797,0.4140625,NQ
1.3669434,0.72265625,0.21948242,NQ
1.7770996,-0.25439453,-0.44091797,NQ
1.5871582,-0.1303711,-0.24121095,NQ
1.1865234,-0.38232422,0.20776367,NQ
0.8701172,0.12890625,-0.10229493,NQ
1.0563965,-0.16186523,-0.20312501,NQ
1.0126953,-0.18139648,0.016357422,NQ
0.8852539,-0.3239746,0.015136719,NQ
0.88623047,-0.38061526,-0.13623047,NQ
0.9621582,-0.22241211,-0.1652832,NQ
0.7272949,-0.5673828,-0.107910156,NQ
1.0661621,0.015136719,0.099853516,NQ
0.9272461,-0.4421387,-0.060302738,NQ
0.9272461,-0.4421387,-0.060302738,NQ
1.2438965,-0.3269043,-0.064453125,NQ
1.7165529,-0.9904786,-0.19604492,NQ
1.6250001,-0.763916,-0.04321289,NQ
0.9714356,0.31860352,0.042236328,NQ
0.6398926,1.2580568,0.10180664,NQ
0.8271485,1.2265626,-0.047119144,NQ
0.5061035,0.46020508,0.47314453,NQ
0.21386719,0.5053711,0.98876953,NQ
0.06616211,0.027587892,0.5251465,NQ
-0.13671875,-0.38793948,0.92871094,NQ
0.3552246,-0.10546875,0.7326661,NQ
0.6743164,0.13330078,-1.5161133,NQ
2.8229983,-1.4702148,-0.4650879,NQ
2.1428223,-0.13085938,0.2290039,NQ
0.6281738,0.4116211,0.31811523,NQ
0.6528321,-0.12158203,0.19287111,NQ
0.88305664,-0.1381836,0.14672852,NQ
1.1813965,-0.080078125,-0.49902344,NQ
1.5197754,0.006103516,-0.878418,NQ
1.6350098,-0.18652344,-0.35839844,NQ
1.5368652,-0.3044434,-0.008544922,NQ
1.8034668,-0.756836,-0.05053711,NQ
1.9821777,-0.8850098,-0.378418,NQ
1.9519043,-0.9577637,-0.43261722,NQ
1.4599609,-0.94750977,-0.31909183,NQ
1.3356935,-0.673584,0.37719727,NQ
1.3576661,-0.8044434,-0.08837891,NQ
1.8312988,0.6516113,-0.5678711,NQ
1.8137207,0.5617676,-0.52197266,NQ
1.3283693,0.11694337,-0.11694337,NQ
1.1083984,0.080566406,-0.28808594,NQ
0.9379883,0.43164063,-0.27563477,NQ
0.7709961,0.28271484,-0.18627931,NQ
0.670166,0.37158203,-0.15649414,NQ
0.670166,0.37158203,-0.15649414,NQ
0.6472168,0.3942871,-0.07812501,NQ
0.6472168,0.3942871,-0.07812501,NQ
0.6472168,0.3942871,-0.07812501,NQ
0.6472168,0.3942871,-0.07812501,NQ
0.59399414,0.08325196,0.017089844,NQ
0.59399414,0.08325196,0.017089844,NQ
0.5102539,0.14404297,0.09814453,NQ
0.5102539,0.14404297,0.09814453,NQ
0.5102539,0.14404297,0.09814453,NQ
0.38061526,0.1555176,0.08837891,NQ
-0.45971683,0.61474615,0.24316406,NQ
-0.5583496,0.31030276,0.28442383,NQ
-0.5583496,0.31030276,0.28442383,NQ
-0.5583496,0.31030276,0.28442383,NQ
-0.4890137,0.43408206,0.24194337,NQ
0.26904297,0.39135742,-0.07324219,NQ
0.48339844,0.6948242,-0.24291992,NQ
0.48339844,0.6948242,-0.24291992,NQ
0.44458008,0.8457031,-0.23242189,NQ
0.5053711,1.0490723,-0.1640625,NQ
0.5053711,1.0490723,-0.1640625,NQ
1.3862306,1.2492677,0.13916016,NQ
2.097412,0.7702637,0.091796875,NQ
1.7312013,1.6518555,-0.06225586,NQ
0.897461,1.2380371,0.32177734,NQ
0.897461,1.2380371,0.32177734,NQ
1.1738281,0.38671875,-0.022949219,NQ
0.96899414,-0.3552246,0.5385742,NQ
0.9670411,-0.37255862,0.35571292,NQ
1.2590332,0.25561523,-0.002929688,NQ
1.1464844,0.4243164,0.029052736,NQ
0.8310547,-0.01123047,-0.13867188,NQ
0.6677246,-0.20629883,0.033447266,NQ
0.99902344,0.02685547,0.41088867,NQ
1.0556641,0.22729494,0.20117188,NQ
0.9682617,0.22973633,0.111328125,NQ
0.9213867,0.118896484,0.06933594,NQ
0.9316406,0.08935547,0.10058594,NQ
0.9150391,0.096191406,0.10961915,NQ
0.9387207,0.016113281,0.14233398,NQ
0.93237305,-0.07763672,0.14013672,NQ
0.9477539,-0.088134766,0.123046875,NQ
0.82495123,-0.17382814,0.06274414,NQ
0.82495123,-0.17382814,0.06274414,NQ
0.8007813,-0.23046875,0.08032227,NQ
0.8205567,-0.07592774,0.07373047,NQ
1.0373535,-0.4621582,-0.11816406,NQ
1.0373535,-0.4621582,-0.11816406,NQ
0.9770508,-0.39306644,0.007324219,NQ
0.8635254,-0.41601563,-0.055419922,NQ
0.9516602,0.010498048,-0.029296875,NQ
0.6555176,-0.05859375,-0.1586914,Q
0.4992676,-0.03515625,-0.118896484,Q
0.37890625,-0.34155273,0.03515625,Q
0.3779297,-0.2492676,-0.016357422,Q
0.32617188,0.001220703,-0.22143556,Q
0.30371097,0.03491211,-0.16186523,Q
0.39013675,-0.10180664,-0.23730469,Q
0.32958984,-0.4655762,-0.068603516,Q
0.3754883,-0.09472656,-0.14208984,Q
0.64208984,0.7033692,0.05126953,Q
1.0266113,0.21386719,0.5617676,Q
1.4924318,1.5380859,2.911377,Q
2.3029785,0.07348633,0.96655273,Q
3.977539,0.97314453,2.0993652,Q
0.24731445,0.46337894,1.052002,Q
-0.9379883,0.88623047,1.3359375,Q
0.06542969,0.4216309,1.5034181,Q
0.5969238,0.61499023,1.0812988,Q
0.3642578,0.2006836,0.63842773,Q
0.033691406,0.5385742,0.27807617,Q
-0.42968753,0.58813477,0.50805664,Q
-0.53393555,0.3203125,0.6479492,Q
-0.53393555,0.3203125,0.6479492,Q
-0.45141602,0.22827148,0.46020508,Q
-0.16796876,0.96923834,0.15820313,Q
-0.16796876,0.96923834,0.15820313,NQ
-0.059814453,1.0708008,-0.023193361,NQ
-0.072265625,0.59472656,-0.04736328,NQ
-0.10058594,0.98339844,-0.2043457,NQ
-0.17871094,0.94311523,-0.17138672,NQ
-0.19360353,1.0952148,-0.13378906,NQ
-0.23632813,1.0715332,-0.35083008,NQ
-0.24121095,1.1652832,-0.40234375,NQ
-0.14672852,1.265625,-0.4384766,NQ
-0.16601563,1.0576172,-0.4284668,NQ
-0.032226563,0.5097656,0.8625488,NQ
-0.11328126,0.9370118,0.17456056,NQ
-0.03930664,1.5439453,-0.65527344,NQ
-0.36767578,1.1164551,-0.3642578,NQ
-0.3203125,0.40966797,-0.40527344,NQ
-0.23583984,1.0961914,-0.38745117,NQ
-0.3754883,1.1989746,-0.43896484,NQ
-0.19238281,0.35302734,-0.18237305,NQ
-0.3051758,0.68481445,-0.07348633,NQ
-0.19995117,0.6706543,-0.108154304,NQ
-0.3618164,0.9169922,0.002929688,NQ
-0.4150391,0.9941407,-0.0625,NQ
-0.16210939,1.1779785,-0.32714847,NQ
-0.25268555,1.1862793,-0.15209961,NQ
-0.28686523,1.1213379,-0.12084961,NQ
-0.2902832,1.1767578,-0.3371582,NQ
-0.2734375,1.2907715,-0.5209961,NQ
-0.24609375,1.3881836,-0.3178711,NQ
-0.2446289,1.2851564,-0.1591797,NQ
-0.44653323,1.4274902,-0.13867188,NQ
-0.6469727,1.2370605,0.43823242,NQ
-0.9318848,0.4716797,0.65478516,NQ
-0.7770996,0.41992188,0.67553717,NQ
-0.4741211,0.9416504,0.12084961,NQ
-0.42041016,0.9379883,0.040039063,NQ
0.38574222,0.3581543,-0.000244141,NQ
0.5632324,0.6293946,0.17675783,NQ
0.5649414,0.3981934,0.2956543,NQ
0.501709,0.2722168,0.39599612,NQ
0.9416504,0.77514654,0.9255371,NQ
0.75927734,0.4758301,-0.11743164,NQ
0.7106934,0.37670898,-0.05004883,NQ
0.78222656,0.5419922,0.53686523,NQ
0.34814453,0.5515137,0.49340823,NQ
0.2944336,0.32934573,0.4111328,NQ
0.09008789,1.0791016,-0.017089844,NQ
1.2541504,-0.35473633,0.26635742,NQ
1.5144044,-0.65429693,-0.29052734,NQ
1.6499025,0.1616211,-0.15698244,NQ
1.1662598,0.0234375,-0.3681641,NQ
1.414795,0.10498047,0.025146484,NQ
1.414795,0.10498047,0.025146484,NQ
1.1259766,-0.032470703,-0.20288086,NQ
1.161377,0.053955078,0.13891602,NQ
1.0639648,-0.3747559,-0.083740234,NQ
0.9621582,-0.57714844,-0.10424805,NQ
0.7634278,-0.31054688,0.119873054,NQ
0.7741699,0.09887695,-0.005371094,NQ
0.876709,0.21191408,-0.17529298,NQ
0.89233404,0.39135742,-0.14111328,NQ
1.55542,-0.05859375,0.15942383,NQ
1.696045,-0.23828126,0.111572266,NQ
1.5603027,-0.18896484,0.06616211,NQ
1.5998535,-0.25805664,0.1657715,NQ
1.2802734,0.6040039,-0.5131836,NQ
0.6169434,1.2434083,0.048828125,NQ
0.16796876,0.9760742,1.1118164,NQ
0.16796876,0.9760742,1.1118164,NQ
0.29345703,-0.060302738,0.6274414,NQ
0.29345703,-0.060302738,0.6274414,NQ
-0.64282227,0.33007815,1.2561035,NQ
-0.64282227,0.33007815,1.2561035,NQ
0.002685547,0.10620117,0.93530273,NQ
0.002685547,0.10620117,0.93530273,NQ
-0.020019531,-0.2258301,0.18408205,NQ
-0.020019531,-0.2258301,0.18408205,NQ
0.28442383,-0.2668457,-0.53027344,NQ
0.28442383,-0.2668457,-0.53027344,NQ
2.7834475,0.5493164,0.10668946,NQ
-0.11791992,0.5979004,-0.14770508,NQ
-0.11791992,0.5979004,-0.14770508,NQ
-0.11791992,0.5979004,-0.14770508,NQ
0.46777347,0.21289063,-0.10253906,NQ
0.60131836,-0.24829102,-0.28344727,NQ
1.4172363,-0.15063477,-0.57299805,NQ
1.6923829,-0.16455078,-0.24584961,NQ
1.5395508,-0.36376956,-0.6330567,NQ
1.2404786,-0.72558594,-0.8613281,NQ
1.0620117,-0.7038574,-0.7133789,NQ
1.1904297,-0.32470703,-0.8269043,NQ
0.8083496,-0.6723633,-0.39746097,NQ
0.6911621,-0.46679688,-0.31958008,NQ
0.5217285,-0.017822266,-0.28271484,NQ
0.19335938,-0.13867188,-0.1706543,NQ
0.10156251,-0.13891602,-0.18627931,NQ
0.17919922,-0.006347657,-0.15844728,NQ
0.1303711,-0.02246094,-0.17993164,NQ
0.33251953,0.015380859,-0.23535158,NQ
0.5698242,0.1538086,-0.22827148,NQ
0.7717285,0.19384766,-0.2126465,NQ
0.8664551,0.12890625,-0.11206055,NQ
0.9279785,0.48828128,-0.20214844,NQ
0.86694336,0.28222656,-0.09692383,NQ
0.79003906,-0.35766602,-0.2241211,NQ
0.63525397,-0.1958008,-0.40966797,NQ
1.1782227,0.34155273,-0.5769043,NQ
1.0202637,0.19238281,-0.3486328,NQ
0.92944336,0.3618164,-0.3779297,NQ
0.37329105,-0.6621094,-0.171875,NQ
1.0161133,0.21948242,0.23022462,NQ
1.2241211,-0.017089844,0.3046875,NQ
1.7971193,0.40698245,-0.39794922,NQ
1.3798828,0.54296875,-0.68505865,NQ
0.50683594,-0.33569336,0.3466797,NQ
0.810791,0.34960938,0.13134766,NQ
0.7680664,0.14404297,0.116210945,NQ
0.87915045,0.051513676,0.12963867,NQ
1.0683594,0.0925293,0.007568359,NQ
1.0683594,0.0925293,0.007568359,NQ
0.9716797,0.011962892,0.04663086,NQ
0.94213873,-0.03930664,0.008544922,NQ
0.8991699,0.08764649,-0.02734375,NQ
0.8942871,0.008056641,-0.10473633,NQ
0.86279297,0.004394531,-0.1213379,NQ
0.8300782,0.13598633,-0.07128906,NQ
0.9003907,-0.052246097,-0.097167976,NQ
0.77563477,-0.006591797,-0.09570313,NQ
0.76293945,0.04248047,-0.044189457,Q
0.7373047,0.008544922,-0.052490234,Q
0.5810547,0.001953125,-0.092285156,Q
0.6604004,-0.024414063,-0.11206055,Q
0.5058594,-0.08691407,-0.16113281,Q
0.6311035,-0.04492188,-0.14746094,Q
0.54125977,-0.27856445,-0.27392578,Q
0.63427734,-0.07592774,-0.34960938,Q
0.66455084,-0.26367188,-0.37719727,Q
0.49072266,-0.23339844,-0.4084473,Q
0.50268555,-0.69824225,-0.25830078,Q
0.23266602,0.26904297,-0.13110352,Q
0.73583984,1.0339355,2.6962893,Q
3.1865234,2.8125,2.0771484,Q
1.5593262,3.0322266,1.5571289,Q
1.1157227,0.33642578,2.378662,Q
0.5305176,-0.19750977,2.2312012,Q
0.4169922,0.3081055,1.5839845,Q
1.1357422,0.43139648,1.052002,Q
1.1940918,0.12963867,0.22827148,Q
0.1237793,0.77246094,0.3605957,Q
-0.6528321,0.97753906,-0.18115236,Q
-0.46313477,1.2419435,-0.122558594,Q
-0.7641602,0.31542972,0.41015625,Q
-1.0429688,0.11669922,0.37963867,Q
-0.79199225,0.32910156,0.48974612,NQ
-0.6911621,0.33764648,0.35644534,NQ
-0.6911621,0.33764648,0.35644534,NQ
0.1586914,1.3947754,0.9177246,NQ
0.3581543,1.8569336,1.3496095,NQ
0.5834961,0.93969727,1.052002,NQ
0.024902344,0.39086917,0.5395508,NQ
0.024902344,0.39086917,0.5395508,NQ
0.014160157,0.46948242,0.63159186,NQ
-0.043945313,0.9423828,0.9182129,NQ
-0.15356445,0.6804199,0.45825198,NQ
-0.15356445,0.6804199,0.45825198,NQ
0.20825197,0.8374024,0.5690918,NQ
0.2524414,0.20874023,1.0446777,NQ
0.27661133,-0.15893555,0.8120117,NQ
0.26342773,0.69165045,0.6489258,NQ
-0.018554688,0.78222656,0.61743164,NQ
0.10107422,1.0759277,0.6027832,NQ
0.041503906,0.5559082,0.6894532,NQ
0.07958985,0.7607422,0.62890625,NQ
0.106933594,0.8798829,0.40234375,NQ
0.08666992,0.883545,0.40991214,NQ
0.092773445,1.001709,0.31420898,NQ
0.040771484,0.89208984,0.35717776,NQ
0.124267586,1.0163574,0.234375,NQ
-0.077392586,1.0766602,0.13671875,NQ
-0.21069336,1.0026855,0.33422852,NQ
-0.16040039,0.9206543,0.4685059,NQ
-0.14086914,0.911377,0.18847658,NQ
-0.14086914,0.911377,0.18847658,NQ
-0.31396487,0.6967774,0.25512695,NQ
-0.28808594,1.046875,0.1171875,NQ
-0.30273438,1.2124023,-0.030273438,NQ
-0.20971681,1.0524902,-0.045410156,NQ
-0.16040039,0.8908692,0.27807617,NQ
-0.040039063,1.2126466,0.25341797,NQ
0.013916016,1.1977539,0.49340823,NQ
-0.053222656,0.96728516,0.48266602,NQ
0.96337897,0.06347656,-0.036865234,NQ
0.99072266,0.057617188,0.005371094,NQ
0.9909668,0.10839844,0.03466797,NQ
0.97680664,0.18457031,0.060791016,NQ
0.99926764,0.14331055,0.055175785,NQ
1.0263672,0.109375,0.048095703,NQ
1.0119629,0.0979004,0.048339844,NQ
0.99902344,0.06103516,0.07714844,NQ
0.99902344,0.06103516,0.07714844,NQ
0.9301758,-0.14135742,0.40625003,NQ
0.876709,-0.25976563,0.37231445,NQ
0.9716797,-0.07812501,0.22192383,NQ
1.0510254,0.028076172,0.108886726,NQ
1.0510254,0.028076172,0.108886726,NQ
1.017334,0.12597656,0.005126953,NQ
0.98974615,0.3352051,0.047607422,NQ
0.89868164,0.4919434,0.053222656,NQ
0.875,0.030029297,0.15136719,NQ
0.93627936,-0.2902832,0.14770508,NQ
1.1662598,-0.13256836,0.25976563,NQ
1.1135254,-0.20092775,0.17480469,NQ
1.0561523,-0.19628906,0.19482422,NQ
1.0651855,-0.23632813,0.19458008,NQ
1.0458984,-0.15063477,0.19677734,NQ
